id;title;product_url;gender;price_retail;sub_categorie;categorie;age;shape;color;occasion;season
36891;Marc Jacobs Tinted Lens Square Frame Sunglasses with Splatter Finish;http://asos.com/prd/8614347;female;0;sunglasses;accessories;14_24;apple;grey;creative;spring
36892;Black Phoenix Sunglasses With Silver Bar Detail;http://asos.com/prd/8211732;female;0;sunglasses;accessories;14_24;apple;grey;casual;spring
36893;Matthew Williamson Red Tinted Lens Sunglasses;http://asos.com/prd/7717497;female;0;sunglasses;accessories;14_24;apple;orange;creative;spring
36895;Agent Provocateur Clear Lens Sunglasses;http://asos.com/prd/7673574;female;0;sunglasses;accessories;14_24;apple;red;beach;spring
36896;Matthew Williamson Smoke Mirrored Lens Square Sunglasses;http://asos.com/prd/7717606;female;0;sunglasses;accessories;14_24;apple;blue;casual;spring
36898;Agent Provocateur Satisfy Me Cherry Red Sunglasses;http://asos.com/prd/7673572;female;0;sunglasses;accessories;14_24;apple;red;beach;spring
36900;Marc Jacobs Cat Eye Chunky Frame Sunglasses;http://asos.com/prd/8614436;female;0;sunglasses;accessories;14_24;apple;orange;casual;spring
36901;Marc By Marc Jacobs Chunky Square Lens Sunglasses;http://asos.com/prd/8614375;female;0;sunglasses;accessories;14_24;apple;grey;casual;spring
36902;Marc Jacobs Square Chunky Frame Sunglasses;http://asos.com/prd/8614262;female;0;sunglasses;accessories;14_24;apple;grey;casual;spring
36903;Michael Kors Square Frame Optical Clear Lens Glasses;http://asos.com/prd/8656969;female;0;sunglasses;accessories;14_24;apple;grey;casual;spring
36904;Tommy Hilfiger Round Sunglasses;http://asos.com/prd/8614364;female;0;sunglasses;accessories;14_24;apple;orange;casual;spring
36905;Marc Jacobs Faded Lens Square Sunglasses;http://asos.com/prd/8614315;female;0;sunglasses;accessories;14_24;apple;grey;casual;spring
36906;Marc Jacobs Round Clear Lens Glasses;http://asos.com/prd/8614245;female;0;sunglasses;accessories;14_24;apple;grey;creative;spring
36907;Quay Australia Fleur Cut Out Cat Eye Sunglasses;http://asos.com/prd/8796314;female;0;sunglasses;accessories;14_24;apple;purple;casual;spring
36909;Marc By Marc Jacobs Round Clear Lens Glasses;http://asos.com/prd/8614349;female;0;sunglasses;accessories;14_24;apple;grey;casual;spring
36910;Tommy Hilfiger Grey Frame Sunglasses With Faded Lens;http://asos.com/prd/8614384;female;0;sunglasses;accessories;14_24;apple;blue;casual;spring
36911;Miss KG Round Sunglasses;http://asos.com/prd/8897175;female;0;sunglasses;accessories;14_24;apple;blue;casual;spring
36912;Tommy Hilfiger Tinted Lens Sunglasses With Brow Bar Detail;http://asos.com/prd/8614450;female;0;sunglasses;accessories;14_24;apple;red;casual;spring
36913;Carvela Aviator Sunglasses;http://asos.com/prd/8897282;female;0;sunglasses;accessories;14_24;apple;pink;beach;spring
36915;AJ Morgan Crystal Frame Round Sunglasses;http://asos.com/prd/8315863;female;0;sunglasses;accessories;14_24;apple;pink;creative;spring
36916;7X Coloured Lens Aviator Sunglasses;http://asos.com/prd/8095836;female;0;sunglasses;accessories;14_24;apple;blue;beach;spring
36917;AJ Morgan Sunglasses;http://asos.com/prd/8316068;female;0;sunglasses;accessories;14_24;apple;blue;beach;spring
36918;Marc Jacobs Tort Frame Clear Lens Glasses;http://asos.com/prd/8614317;female;0;sunglasses;accessories;14_24;apple;orange;creative;spring
36919;Miss KG Aviator Sunglasses;http://asos.com/prd/8897219;female;0;sunglasses;accessories;14_24;apple;red;casual;spring
36920;DKNY Cat Eye Sunglasses In Tort;http://asos.com/prd/8656966;female;0;sunglasses;accessories;14_24;apple;blue;beach;spring
36921;Quay Australia About Last Night Square Sunglasses;http://asos.com/prd/8610501;female;0;sunglasses;accessories;14_24;apple;blue;beach;spring
36922;Quay Australia Tell Me Cat Eye Sunglasses;http://asos.com/prd/8610332;female;0;sunglasses;accessories;14_24;apple;pink;casual;spring
36923;Miss KG Square Sunglasses;http://asos.com/prd/8897161;female;0;sunglasses;accessories;14_24;apple;blue;casual;spring
36924;Whistles Kat Angular Sunglasses;http://asos.com/prd/7867046;female;0;sunglasses;accessories;14_24;apple;purple;beach;spring
36925;Wildfox Ivy Deluxe Mirror Lens Sunglasses;http://asos.com/prd/8183334;female;0;sunglasses;accessories;14_24;apple;blue;casual;spring
36927;ALDO Flat Lense Mirror Sunglasses With Metal Bar Detail;http://asos.com/prd/7790892;female;0;sunglasses;accessories;14_24;apple;grey;creative;spring
36928;Monki Coloured Lens Aviator Sunglasses;http://asos.com/prd/8697894;female;0;sunglasses;accessories;14_24;apple;turquoise;beach;spring
36929;Skinnydip Mint Green Lens Aviator Sunglasses;http://asos.com/prd/8575060;female;0;sunglasses;accessories;14_24;apple;blue;beach;spring
36930;Pieces Aviator Sunglasses;http://asos.com/prd/6228608;female;0;sunglasses;accessories;14_24;apple;grey;beach;spring
36931;ASOS Oval Visor Sunglasses;http://asos.com/prd/7426331;female;0;sunglasses;accessories;14_24;apple;blue;beach;spring
36932;ASOS Embellished Palm Tree Diamonte Oval Sunglasses;http://asos.com/prd/8035033;female;0;sunglasses;accessories;14_24;apple;blue;beach;spring
36933;Skinnydip Yellow Lens Aviator Sunglasses;http://asos.com/prd/8575083;female;0;sunglasses;accessories;14_24;apple;yellow;beach;spring
36934;Pieces Grey Round Sunglasses;http://asos.com/prd/7811494;female;0;sunglasses;accessories;14_24;apple;blue;beach;spring
36935;Carvela Square Sunglasses;http://asos.com/prd/8897247;female;0;sunglasses;accessories;14_24;apple;orange;beach;spring
36936;Quay Australia Like Wow Clear Frame Sunglasses;http://asos.com/prd/8796305;female;0;sunglasses;accessories;14_24;apple;blue;casual;spring
36938;Quay Australia High And Dry Sunglasses In Gold;http://asos.com/prd/8610543;female;0;sunglasses;accessories;14_24;apple;yellow;casual;spring
36939;Quay Australia Muse Fade Sunglasses;http://asos.com/prd/8796317;female;0;sunglasses;accessories;14_24;apple;pink;casual;spring
36940;7X Aviator Clear Lens Glasses;http://asos.com/prd/8577862;female;0;sunglasses;accessories;14_24;apple;white;beach;spring
36941;Skinnydip Round Pink Lens Sunglasses;http://asos.com/prd/8575058;female;0;sunglasses;accessories;14_24;apple;nude;beach;spring
36943;Cheap Monday Aviator in Black;http://asos.com/prd/7588571;female;0;sunglasses;accessories;14_24;apple;grey;beach;spring
36944;Skinnydip Round Turquoise & Pink Lens Sunglasses;http://asos.com/prd/8575070;female;0;sunglasses;accessories;14_24;apple;turquoise;beach;spring
36945;ASOS Geeky Metal Aviator Clear Lens Silver Glasses;http://asos.com/prd/7325739;female;0;sunglasses;accessories;14_24;apple;grey;beach;spring
36946;Skinnydip Aviator Sunglasses with Blush Lens;http://asos.com/prd/8028558;female;0;sunglasses;accessories;14_24;apple;white;beach;spring
36948;ASOS 9ct Gold Round Fashion Sunglasses With Turquoise Laid On lens;http://asos.com/prd/8904882;female;0;sunglasses;accessories;14_24;apple;blue;beach;spring
36949;ASOS Fine Frame Oval Fashion Sunglasses In Tonal Yellow Frame & Lens;http://asos.com/prd/8902890;female;0;sunglasses;accessories;14_24;apple;orange;casual;spring
36950;ASOS Flat Top Metal Round Visor Sunglasses In Rose Gold;http://asos.com/prd/8508508;female;0;sunglasses;accessories;14_24;apple;nude;casual;spring
36951;River Island 90s Oval Sunglasses;http://asos.com/prd/9441452;female;0;sunglasses;accessories;14_24;apple;blue;beach;spring
36952;ASOS Round Sunglasses with Laid On Lens and Metal Nose Bridge;http://asos.com/prd/8900988;female;0;sunglasses;accessories;14_24;apple;red;beach;spring
36953;ASOS Geeky Metal Round Clear Lens Glasses;http://asos.com/prd/7325789;female;0;sunglasses;accessories;14_24;apple;nude;beach;spring
36954;ASOS Round Sunglasses With Metal Arms In Crystal With Blue Flash lens;http://asos.com/prd/9049238;female;0;sunglasses;accessories;14_24;apple;blue;creative;spring
36955;ASOS 90S Oval Metal Fashion Sunglasses With Blue Coloured Lens;http://asos.com/prd/8902745;female;0;sunglasses;accessories;14_24;apple;blue;casual;spring
36956;ASOS 90s Oval Metal Sunglasses With Yellow Lens;http://asos.com/prd/8902754;female;0;sunglasses;accessories;14_24;apple;nude;beach;spring
36957;ASOS Round Sunglasses With Metal Arms In Shiny Black;http://asos.com/prd/8901038;female;16;sunglasses;accessories;14_24;apple;blue;creative;spring
36958;ASOS Oversized Round Preppy Sunglasses With Rose Gold Flash;http://asos.com/prd/8900546;female;0;sunglasses;accessories;14_24;apple;nude;beach;spring
36959;Wildfox Dakota Deluxe Mirror Lens Sunglasses;http://asos.com/prd/8183342;female;0;sunglasses;accessories;14_24;apple;green;beach;spring
36960;New Look Octagon Round Coloured Sunglasses;http://asos.com/prd/9076749;female;0;sunglasses;accessories;14_24;apple;pink;casual;spring
36961;New Look Small Round Sunglasses;http://asos.com/prd/9076686;female;0;sunglasses;accessories;14_24;apple;nude;casual;spring
36962;ASOS 90S Round Sunglasses With Yellow Coloured Lens;http://asos.com/prd/7426774;female;0;sunglasses;accessories;14_24;apple;yellow;beach;spring
36963;Weekday Retro Round Sunglasses;http://asos.com/prd/8192488;female;19;sunglasses;accessories;14_24;apple;blue;beach;spring
36965;ASOS Round Sunglasses With Metal Arms In Pink Marble Transfer And Flash Lens;http://asos.com/prd/7325549;female;0;sunglasses;accessories;14_24;apple;nude;beach;spring
36966;Mango Oversized Cateye Sunglasses;http://asos.com/prd/9313330;female;0;sunglasses;accessories;14_24;apple;red;beach;spring
36967;New Look Round Metal Sunglasses;http://asos.com/prd/9076687;female;0;sunglasses;accessories;14_24;apple;red;casual;spring
36968;ASOS Round Sunglasses With Metal Arms in Brown;http://asos.com/prd/8900858;female;0;sunglasses;accessories;14_24;apple;orange;casual;spring
36969;ASOS Round Sunglasses With Metal Arms;http://asos.com/prd/5832654;female;0;sunglasses;accessories;14_24;apple;blue;beach;spring
36970;Cheap Monday Mirrored Sunglasses;http://asos.com/prd/9262545;female;0;sunglasses;accessories;14_24;apple;grey;beach;spring
36972;ASOS Round Sunglasses With Metal Arms And Flash Lens;http://asos.com/prd/5832655;female;0;sunglasses;accessories;14_24;apple;turquoise;creative;spring
36973;ALDO Chelirien Rose Gold Mirror Sunglasses;http://asos.com/prd/8329977;female;0;sunglasses;accessories;14_24;apple;grey;creative;spring
36974;ALDO Migliuso Metal Sunglasses;http://asos.com/prd/8330138;female;0;sunglasses;accessories;14_24;apple;purple;beach;spring
36975;ASOS Classic Retro Sunglasses;http://asos.com/prd/7309762;female;0;sunglasses;accessories;14_24;apple;blue;beach;spring
36977;ASOS 90S Oval Fashion Sunglasses in Light Brown Lens;http://asos.com/prd/8902815;female;0;sunglasses;accessories;14_24;apple;nude;casual;spring
36978;ASOS Geeky Clear Lens Clear Frame Glasses;http://asos.com/prd/7428619;female;0;sunglasses;accessories;14_24;apple;white;beach;spring
36979;ASOS 90s Oval Metal Sunglasses In Silver;http://asos.com/prd/8902709;female;0;sunglasses;accessories;14_24;apple;blue;beach;spring
36980;ASOS Basic Cat Eye Sunglasses;http://asos.com/prd/8905846;female;12;sunglasses;accessories;14_24;apple;blue;beach;spring
36981;ASOS Cat Eye Square With Highbrow and Cut Away Detail;http://asos.com/prd/8899990;female;0;sunglasses;accessories;14_24;apple;orange;beach;spring
36982;ASOS Sliced Top Extreme Cat Eye Sunglasses;http://asos.com/prd/8900172;female;0;sunglasses;accessories;14_24;apple;nude;casual;spring
36983;ASOS Flat Top Cat Eye Fashion Sunglasses In Pink With Pink Lens;http://asos.com/prd/8900521;female;0;sunglasses;accessories;14_24;apple;nude;casual;spring
36984;ASOS Cat Eye Sunglasses;http://asos.com/prd/8905840;female;0;sunglasses;accessories;14_24;apple;grey;beach;spring
36985;New Look Angular Oversized Sunglasses;http://asos.com/prd/9137182;female;0;sunglasses;accessories;14_24;column;blue;casual;spring
36986;ASOS Flat Brow Square Fashion Sunglasses Light Grey Crystal;http://asos.com/prd/8910819;female;0;sunglasses;accessories;14_24;apple;pink;casual;spring
36987;ASOS DESIGN 90S small oval sunglasses in rose gold flash lens;http://asos.com/prd/8902808;female;0;sunglasses;accessories;14_24;apple;orange;beach;spring
36988;ASOS 90s Hexagon Sunglasses;http://asos.com/prd/8508593;female;0;sunglasses;accessories;14_24;apple;blue;beach;spring
36989;ASOS Metal Cat Eye Sunglasses;http://asos.com/prd/8900732;female;0;sunglasses;accessories;14_24;apple;green;beach;spring
36991;Weekday Oversized Acetate Sunglasses;http://asos.com/prd/9067260;female;0;sunglasses;accessories;14_24;apple;orange;beach;spring
36992;ASOS Cat Eye Sunglasses With Metal Nose Bridge;http://asos.com/prd/8900340;female;0;sunglasses;accessories;14_24;apple;purple;beach;spring
36993;ASOS Small Pointy Cat Eye Sunglasses;http://asos.com/prd/8226538;female;0;sunglasses;accessories;14_24;apple;red;beach;spring
36994;ASOS 90s Metal Round Sunglasses In Rose Gold;http://asos.com/prd/7300268;female;0;sunglasses;accessories;14_24;apple;nude;beach;spring
36996;River Island Oversized Square Marble Effect Sunglasses;http://asos.com/prd/9441972;female;0;sunglasses;accessories;14_24;apple;white;casual;spring
37000;ASOS Square 90s Sunglasses;http://asos.com/prd/7300393;female;11;sunglasses;accessories;14_24;apple;orange;beach;spring
37001;ASOS Square 90s Sunglasses In Milky White;http://asos.com/prd/8905851;female;0;sunglasses;accessories;14_24;apple;white;beach;spring
37002;ASOS High Bar Clear Lens Geeky Aviator Glasses;http://asos.com/prd/7090844;female;0;sunglasses;accessories;14_24;apple;white;beach;spring
37003;ASOS Vintage Oversized Fashion Sunglasses in Light Smoke lens;http://asos.com/prd/8910847;female;0;sunglasses;accessories;14_24;apple;grey;casual;spring
37004;Bershka Aviator Sunglasses;http://asos.com/prd/9214272;female;0;sunglasses;accessories;14_24;apple;nude;beach;spring
37005;River Island Ombre Lense Aviator Sunglasses;http://asos.com/prd/9442078;female;0;sunglasses;accessories;14_24;apple;pink;beach;spring
37006;River Island Yellow Lense Aviator Sunglasses;http://asos.com/prd/9441970;female;0;sunglasses;accessories;14_24;apple;yellow;beach;spring
37007;South Beach Half Frame Perspex Sunglasses With Peach Tinted Lens;http://asos.com/prd/8368755;female;0;sunglasses;accessories;14_24;apple;yellow;creative;spring
37009;ASOS Split Lens Aviator Fashion Sunglasses;http://asos.com/prd/8913161;female;0;sunglasses;accessories;14_24;apple;nude;casual;spring
37010;River Island Ocean Lense Aviator Sunglasses;http://asos.com/prd/9517910;female;0;sunglasses;accessories;14_24;apple;blue;beach;spring
37013;7X Structured Frame Cat Eye Sunglasses;http://asos.com/prd/8095827;female;0;sunglasses;accessories;14_24;apple;blue;creative;spring
37014;Markus Lupfer Blue Glitter Sunglasses With Neon Pink Coloured Lens;http://asos.com/prd/7673886;female;0;sunglasses;accessories;14_24;apple;pink;casual;spring
37021;River Island Tort Shell Double Frame Cat Eye Sunglasses;http://asos.com/prd/9442314;female;0;sunglasses;accessories;14_24;apple;blue;beach;spring
37022;River Island Small Pointy Studded Cat Eye Sunglasses;http://asos.com/prd/9441563;female;0;sunglasses;accessories;14_24;apple;grey;creative;spring
37023;ASOS Cat Eye Fashion Sunglasses With Square Frame;http://asos.com/prd/8900497;female;0;sunglasses;accessories;14_24;apple;blue;casual;spring
37025;ASOS Cat Eye Sunglasses With Wire Highbrow And Double Nose Bridge;http://asos.com/prd/8899936;female;975,61;sunglasses;accessories;14_24;apple;grey;beach;spring
37026;River Island Retro Cat Eye Sunglasses;http://asos.com/prd/9442365;female;0;sunglasses;accessories;14_24;apple;red;beach;spring
37028;ASOS Kitten Cat Eye Sunglasses With Mirror Insert;http://asos.com/prd/8900117;female;0;sunglasses;accessories;14_24;apple;nude;creative;spring
37029;ALDO Tooke Tort Cat Eye Sunglasses;http://asos.com/prd/8330067;female;0;sunglasses;accessories;14_24;apple;grey;beach;spring
37030;ASOS Half Kitten Cat Eye Metal Sunglasses In Gold;http://asos.com/prd/8900749;female;11;sunglasses;accessories;14_24;apple;orange;creative;spring
37032;ASOS Squared Cat Eye Sunglasses With Laid In Lens;http://asos.com/prd/8900616;female;0;sunglasses;accessories;14_24;apple;orange;beach;spring
37034;Sandqvist Dante Roll Top Backpack in Navy;http://asos.com/prd/8701962;female;157;shoulder_bags;bags;14_24;apple;blue;casual;spring
37035;ASOS Leather Slot Through Purse;http://asos.com/prd/8160131;female;13;shoulder_bags;bags;14_24;apple;yellow;daytime_occasion;spring
37036;ASOS Leather Front Pocket Backpack;http://asos.com/prd/6949043;female;57,6;shoulder_bags;bags;14_24;apple;grey;casual;spring
37037;ASOS Leather Soft Foldover Clutch Bag;http://asos.com/prd/8228404;female;28;shoulder_bags;bags;14_24;apple;black;creative;spring
37038;ASOS Leather Unlined Soft Cross Body Bag With Detachable Strap;http://asos.com/prd/5958073;female;40;shoulder_bags;bags;14_24;apple;grey;casual;spring
37039;ASOS Leather Diamond Quilt Cross Body Bag With Chunky Chain Handle;http://asos.com/prd/8197643;female;57,5;shoulder_bags;bags;14_24;apple;black;creative;spring
37040;Calvin Klein Jeans Logo Backpack in Mini;http://asos.com/prd/8989266;female;109;shoulder_bags;bags;14_24;apple;black;casual;spring
37041;Calvin Klein Mini Backpack;http://asos.com/prd/9309861;female;54,5;shoulder_bags;bags;14_24;apple;yellow;casual;spring
37042;ASOS Leather Chain Front Clutch Bag;http://asos.com/prd/8988607;female;27;shoulder_bags;bags;14_24;apple;black;creative;spring
37043;Marc B Iris Tote;http://asos.com/prd/8753409;female;72;shoulder_bags;bags;14_24;apple;red;casual;spring
37044;Tommy Hilfiger Multi Logo Tote Bag with Pouch;http://asos.com/prd/9062269;female;175;shoulder_bags;bags;14_24;apple;blue;casual;spring
37045;ALDO Dome Tote Bag with Top Handle in Blush;http://asos.com/prd/8744582;female;42;shoulder_bags;bags;14_24;apple;nude;casual;spring
37046;Ted Baker Large Quilted Nylon Tote Bag;http://asos.com/prd/9047748;female;173;shoulder_bags;bags;14_24;apple;grey;casual;spring
37048;Whistles Shaftesbury Tote;http://asos.com/prd/9155276;female;126;shoulder_bags;bags;14_24;apple;black;casual;spring
37049;ASOS Soft Shopper Bag With Removable Clutch;http://asos.com/prd/8119986;female;17,5;shoulder_bags;bags;14_24;apple;orange;casual;spring
37050;South Beach Tropical Floral Beach Bag;http://asos.com/prd/8516398;female;0;shoulder_bags;bags;14_24;apple;blue;casual;spring
37051;ASOS Mini Tote Bag With Detachable Cross Body Strap;http://asos.com/prd/8717655;female;32;shoulder_bags;bags;14_24;apple;red;casual;spring
37053;Matt & Nat Lexi Faux Suede Grey Bucket Bag;http://asos.com/prd/8982971;female;81,5;shoulder_bags;bags;14_24;apple;grey;casual;spring
37054;Matt & Nat Bava Velvet Tote Bag With Top Handle;http://asos.com/prd/8982977;female;108,5;shoulder_bags;bags;14_24;apple;blue;casual;spring
37055;Tommy Hilfiger Heritage Stripe Winged Tote Bag;http://asos.com/prd/9062238;female;0;shoulder_bags;bags;14_24;apple;blue;casual;spring
37056;Dune Dindy Nylon Tote Shoulder Bag in Black;http://asos.com/prd/8844845;female;42,5;shoulder_bags;bags;14_24;apple;grey;casual;spring
37057;Mango Contrast Tote Bag;http://asos.com/prd/8882496;female;60;shoulder_bags;bags;14_24;apple;grey;creative;spring
37058;Skinnydip Lightning Laureli Shoulder Bag in Black;http://asos.com/prd/8931740;female;37,5;shoulder_bags;bags;14_24;apple;black;casual;spring
37060;New Look Lace Up Detail Tote Bag;http://asos.com/prd/8896240;female;18,5;shoulder_bags;bags;14_24;apple;grey;casual;spring
37061;Dune Dylier Blush Tote Bag with Detachable Front Purse;http://asos.com/prd/8844879;female;72;shoulder_bags;bags;14_24;apple;nude;casual;spring
37062;Versace Jeans Tote Bag with Gold Embossed Studding;http://asos.com/prd/9088964;female;136,5;shoulder_bags;bags;14_24;apple;grey;casual;spring
37065;Miss Selfridge Mixed Stripe Tote Bag;http://asos.com/prd/9326769;female;0;shoulder_bags;bags;14_24;apple;grey;casual;spring
37066;ASOS Colourblock Double Zip Compartment Tote Bag;http://asos.com/prd/8988436;female;33,5;shoulder_bags;bags;14_24;apple;orange;casual;spring
37067;Superdry Stripe Beach Tote Bag;http://asos.com/prd/9251376;female;0;shoulder_bags;bags;14_24;apple;blue;casual;spring
37068;South Beach Red Stripe Beach Bag;http://asos.com/prd/8930425;female;0;shoulder_bags;bags;14_24;apple;red;casual;spring
37069;ASOS DESIGN origami bow tote;http://asos.com/prd/8988415;female;28;t_shirt;bags;14_24;column;grey;casual;spring
37070;South Beach Paper Straw Summer Love Beach Bag;http://asos.com/prd/8516444;female;16,5;shoulder_bags;bags;14_24;apple;grey;casual;spring
37071;Fiorelli Hampton Large Tote;http://asos.com/prd/8953918;female;56;shoulder_bags;bags;14_24;apple;black;casual;spring
37072;2NDDAY Lover Canvas Tote Bag;http://asos.com/prd/9101761;female;20;shoulder_bags;bags;14_24;apple;red;beach;spring
37073;Glamorous Taupe Oversized Bag with Tassel;http://asos.com/prd/9001986;female;48;shoulder_bags;bags;14_24;apple;grey;casual;spring
37074;Tommy Hilfiger Multi Tote Bag with Pouch;http://asos.com/prd/9062188;female;0;shoulder_bags;bags;14_24;apple;blue;casual;spring
37075;Glamorous Structured Tote Bag in Black With Cross Body Strap;http://asos.com/prd/9001906;female;42;shoulder_bags;bags;14_24;apple;grey;casual;spring
37076;Superdry Bay Shore Tote Bag;http://asos.com/prd/9251343;female;0;shoulder_bags;bags;14_24;apple;blue;beach;spring
37077;Faith Unstructured Tote Bag in Black;http://asos.com/prd/9156914;female;44,5;shoulder_bags;bags;14_24;apple;black;casual;spring
37079;ASOS BEACH String Shopper Bag;http://asos.com/prd/8254019;female;11;shoulder_bags;bags;14_24;apple;black;casual;spring
37080;ASOS Scallop Shopper Bag With Removable Clutch;http://asos.com/prd/6896746;female;40;shoulder_bags;bags;14_24;apple;grey;casual;spring
37081;South Beach Rose Gold Chase The Sun Beach Bag;http://asos.com/prd/8930366;female;16,5;hats;bags;14_24;apple;white;casual;spring
37082;Monki Love Heart Tote Bag;http://asos.com/prd/9163491;female;16;shoulder_bags;bags;14_24;apple;red;casual;spring
37085;ASOS DESIGN mini checkerboard bowler bag in mono;http://asos.com/prd/9300044;female;0;shoulder_bags;bags;14_24;apple;grey;casual;spring
37087;Glamorous Black Studded Tote Bag;http://asos.com/prd/9114620;female;31,5;shoulder_bags;bags;14_24;apple;grey;casual;spring
37088;ASOS Suede Shopper Bag With Wrap Handle;http://asos.com/prd/7781143;female;35,5;shoulder_bags;bags;14_24;apple;black;casual;spring
37089;Fiorelli Bethnal Triple Compartment Tote in Grey;http://asos.com/prd/8953978;female;109;shoulder_bags;bags;14_24;apple;blue;work;spring
37090;Fiorelli Bethnal Triple Compartment Tote;http://asos.com/prd/8953961;female;109;shoulder_bags;bags;14_24;apple;nude;work;spring
37091;Tommy Hilfiger Logo Nylon Tote;http://asos.com/prd/9367970;female;91,5;sneakers;bags;14_24;apple;blue;casual;spring
37095;Ted Baker Structured Leather Tote Bag with Adjustable Handles;http://asos.com/prd/9047626;female;140;shoulder_bags;bags;14_24;apple;grey;work;spring
37097;Versace Jeans VJ Medium Tote Bag;http://asos.com/prd/9088986;female;222;shoulder_bags;bags;14_24;apple;grey;casual;spring
37098;Herschel Supply Co Bamfield Oversized Tote;http://asos.com/prd/9187057;female;43;shoulder_bags;bags;14_24;apple;black;casual;spring
37099;Fiorelli Exclusive Bucket Tote;http://asos.com/prd/8953923;female;65;shoulder_bags;bags;14_24;apple;grey;casual;spring
37101;South Beach Pink Leaf Print Beach Bag;http://asos.com/prd/9146787;female;16,5;shoulder_bags;bags;14_24;apple;pink;casual;spring
37103;ASOS LIFESTYLE Slouchy Holdall;http://asos.com/prd/7934007;female;35;clutch_bags;bags;14_24;apple;grey;casual;spring
37104;South Beach Navy Beach Bag With White Pom Poms;http://asos.com/prd/9146757;female;16,5;sandals;bags;14_24;apple;blue;casual;spring
37106;South Beach Navy & Blush Stripe Beach Bag;http://asos.com/prd/9146716;female;0;shoulder_bags;bags;14_24;apple;purple;casual;spring
37108;Whistles Mini Verity Tassel Ring Backpack;http://asos.com/prd/8402391;female;143;shoulder_bags;bags;14_24;apple;black;casual;spring
37109;Warehouse Keyhole Saddle Across Body Bag;http://asos.com/prd/8452253;female;28;shoulder_bags;bags;14_24;apple;grey;casual;spring
37110;Carvela Rhonda Glitter Across Body Bag;http://asos.com/prd/8186165;female;44,5;shoulder_bags;bags;14_24;apple;grey;casual;spring
37111;Made Leather Across Body Bag With Tassel Detail;http://asos.com/prd/8151605;female;77,5;shoulder_bags;bags;14_24;apple;grey;casual;spring
37112;Claudia Canova Patent Across Body Bag;http://asos.com/prd/8419670;female;48;shoulder_bags;bags;14_24;apple;black;creative;spring
37114;Carvela Rolo Across Body Bag;http://asos.com/prd/8185968;female;33;shoulder_bags;bags;14_24;apple;red;casual;spring
37116;Carvela Reece Across Body Bag;http://asos.com/prd/8186099;female;39;shoulder_bags;bags;14_24;apple;black;casual;spring
37117;Claudia Canova Faux Fur Cross Body Bag in Black;http://asos.com/prd/8055597;female;38;shoulder_bags;bags;14_24;apple;black;casual;spring
37118;Marc B Mini Knightsbridge Quilted Across Body Bag;http://asos.com/prd/8609190;female;35,5;shoulder_bags;bags;14_24;apple;blue;casual;spring
37119;Warehouse Keeper Across Body Bag;http://asos.com/prd/8452315;female;25,5;shoulder_bags;bags;14_24;apple;orange;casual;spring
37120;Carvela Mia Studded Cross Body Bag;http://asos.com/prd/7899806;female;57,5;shoulder_bags;bags;14_24;apple;orange;casual;spring
37121;Park Lane Handmade Copper Metal Bag;http://asos.com/prd/8623187;female;0;sunglasses;bags;14_24;apple;orange;evening_occasion;spring
37122;Claudia Canova Silver Glitter Across Body Bag;http://asos.com/prd/8419739;female;40,5;shoulder_bags;bags;14_24;apple;grey;creative;spring
37123;Qupid Across Body Bag With Hoop Buckle Detail;http://asos.com/prd/8677162;female;28;shoulder_bags;bags;14_24;apple;red;creative;spring
37124;Paul Costelloe Real Leather Envelope Shape Cross Body Bag;http://asos.com/prd/8446592;female;62;shoulder_bags;bags;14_24;apple;orange;casual;spring
37125;Qupid Across Body Bag With Buckle Detail And Chain Strap;http://asos.com/prd/8677144;female;24,5;shoulder_bags;bags;14_24;apple;grey;creative;spring
37126;Liquorish 3D Across Body Bag With Chain Strap;http://asos.com/prd/8573771;female;24;shoulder_bags;bags;14_24;apple;grey;casual;spring
37127;Melie Bianco Vegan Leather Across Body Bag With Chunky Metal Chain Strap;http://asos.com/prd/8802304;female;31;shoulder_bags;bags;14_24;apple;black;creative;spring
37128;Marc B Across Body Satchel With Studding;http://asos.com/prd/8609124;female;36;shoulder_bags;bags;14_24;apple;grey;casual;spring
37129;Calvin Klein Juliet Acrossbody Bag;http://asos.com/prd/8557159;female;76;bracelets_charms_cuffs;bags;14_24;apple;blue;casual;spring
37130;Claudia Canova Pink Metallic Cross Body Bag;http://asos.com/prd/8055695;female;0;shoulder_bags;bags;14_24;apple;pink;casual;spring
37133;Liquorish Star Studded Across Body Bag;http://asos.com/prd/8573742;female;22,5;shoulder_bags;bags;14_24;apple;black;casual;spring
37135;Liquorish Mock Croc Effect Saddle Across Body Bag;http://asos.com/prd/8573778;female;40,5;shoulder_bags;bags;14_24;apple;red;casual;spring
37136;Liquorish All Over Studded Across Body Bag With Buckle Detail;http://asos.com/prd/8573766;female;45,5;shoulder_bags;bags;14_24;apple;grey;casual;spring
37138;Paul Costelloe Real Leather Double Clasp Zip Around Boxy Cross Body Bag in Grey;http://asos.com/prd/8446655;female;60;shoulder_bags;bags;14_24;apple;purple;casual;spring
37139;Claudia Canova Across Body Bag;http://asos.com/prd/8471404;female;28;shoulder_bags;bags;14_24;apple;blue;casual;spring
37141;Yoki Double Compartment Across Body Bag;http://asos.com/prd/8335501;female;23;shoulder_bags;bags;14_24;apple;orange;casual;spring
